"Name","dataset","n_layers","seed","mean_mae","std_mae","mae","rmse","crps","int_score","Runtime","loss","noise_std"
"toy_gmrf31_4_densified_random-21-55","toy_gmrf31_4_densified_random","3","913","0.0017491476318740342","0.0015805710236855806","0.012085137888789175","0.015197067521512508","0.008549476278558569","0.07451232522726059","478","-2.1995359802246095","0.010682144202291964"
"toy_gmrf31_4_densified_random-21-53","toy_gmrf31_4_densified_random","2","917","0.0018827124118221408","0.0015823589288186436","0.012104570865631104","0.015210447832942007","0.008561169663660143","0.07317909598350525","403","-2.1988172912597657","0.010757791809737682"
"toy_gmrf31_4_densified_random-21-53","toy_gmrf31_4_densified_random","2","916","0.0018894296586915136","0.001624187505200886","0.012097138911485672","0.0151979960501194","0.008560981165134483","0.0736374706029892","395","-2.198935852050781","0.010726806707680224"
"toy_gmrf31_4_densified_random-21-53","toy_gmrf31_4_densified_random","2","915","0.0018816304187381616","0.0016666736593831588","0.012102597393095492","0.015211697667837145","0.008568614932142051","0.07421242445707321","403","-2.198381958007813","0.01076154224574566"
"toy_gmrf31_4_densified_random-21-52","toy_gmrf31_4_densified_random","2","914","0.0018733127036177056","0.001675222189394212","0.012096524238586426","0.01520430389791727","0.008571059977033352","0.07382979989051819","413","-2.1997833251953125","0.010692708194255829"
"toy_gmrf31_4_densified_random-21-48","toy_gmrf31_4_densified_random","2","913","0.0018793615049542164","0.001626022445525276","0.012100090272724628","0.01521223783493042","0.008562055151285811","0.07434895634651184","397","-2.1988623046875","0.010737174190580843"
"toy_gmrf31_4_densified_random-21-48","toy_gmrf31_4_densified_random","1","917","0.002601605302319603","0.0016577384142283853","0.012204836122691631","0.015329268760979176","0.00863003921046689","0.0739758238196373","326","-2.1956475830078124","0.010930974967777727"
"toy_gmrf31_4_densified_random-21-48","toy_gmrf31_4_densified_random","1","916","0.0026009045711748303","0.001661238230907437","0.01220376044511795","0.015328234061598778","0.008626992364591078","0.07441744208335876","327","-2.1956585693359374","0.010917644947767258"
"toy_gmrf31_4_densified_random-21-48","toy_gmrf31_4_densified_random","1","915","0.0026096938519378204","0.001728444287418094","0.0122062461450696","0.01533049438148737","0.008636712702847833","0.07486941665410995","334","-2.194818115234375","0.010888702236115932"
"toy_gmrf31_4_densified_random-21-47","toy_gmrf31_4_densified_random","1","914","0.0025830921033045138","0.0018188518237203083","0.012207888066768646","0.015333919785916804","0.008646134474058565","0.07455681264400482","321","-2.1965286254882814","0.011032115668058395"
"toy_gmrf31_4_densified_random-21-42","toy_gmrf31_4_densified_random","1","913","0.0026054666311885","0.0017082686685506118","0.012206067331135271","0.015330282039940355","0.008629157848311267","0.07465549558401108","327","-2.195334777832031","0.010947688482701778"
"toy_gmrf31_3_densified_random-21-37","toy_gmrf31_3_densified_random","5","917","0.00248874590525299","0.002646845616395062","0.01777414232492447","0.022548185661435127","0.012656542924265863","0.10613036900758745","629","-1.90682861328125","0.014961682260036469"
"toy_gmrf31_3_densified_random-21-37","toy_gmrf31_3_densified_random","5","916","0.002544465004458826","0.0025919564332724464","0.01779111847281456","0.0225583016872406","0.01267107886306439","0.10586322844028472","635","-1.906712951660156","0.015004142187535765"
"toy_gmrf31_3_densified_random-21-36","toy_gmrf31_3_densified_random","5","915","0.0025132780396071104","0.0026171445159806467","0.017783651128411293","0.022566216066479683","0.012670862516773835","0.10672759264707564","683","-1.9069203186035155","0.015019703656435013"
"toy_gmrf31_3_densified_random-21-36","toy_gmrf31_3_densified_random","5","914","0.002498446017638968","0.002558784641196301","0.017780819907784462","0.022558435797691345","0.01266065423034834","0.10638941079378128","672","-1.9080804443359376","0.014977521263062954"
"toy_gmrf31_3_densified_random-21-31","toy_gmrf31_3_densified_random","5","913","0.00250025206937888","0.002543269342437418","0.017771907150745392","0.022545604035258293","0.012651598915301624","0.106581449508667","637","-1.9078651428222655","0.014967227354645727"
"toy_gmrf31_3_densified_random-21-28","toy_gmrf31_3_densified_random","4","917","0.0025627122330375276","0.0026207922764465304","0.017786365002393723","0.022567247971892357","0.012672551887384784","0.10625695437192915","560","-1.9063311767578128","0.015022876672446728"
"toy_gmrf31_3_densified_random-21-28","toy_gmrf31_3_densified_random","4","916","0.002565827293536823","0.002609623036272248","0.017784636467695236","0.02255951799452305","0.012674194878269577","0.10555151104927064","567","-1.9064390563964844","0.015051450580358504"
"toy_gmrf31_3_densified_random-21-26","toy_gmrf31_3_densified_random","4","915","0.0025631945167303755","0.002620650181180173","0.017784858122467995","0.022567033767700195","0.012672107122355766","0.10705547034740448","578","-1.9065139770507813","0.01494620181620121"
"toy_gmrf31_3_densified_random-21-26","toy_gmrf31_3_densified_random","4","914","0.0025614031184279422","0.00258011963257939","0.01778326742351055","0.022558674216270447","0.012668139357373652","0.10612453520298004","577","-1.907567901611328","0.0150569137185812"
"toy_gmrf31_3_densified_random-21-22","toy_gmrf31_3_densified_random","4","913","0.002562347548941775","0.002579109355723831","0.01778510957956314","0.022562365978956223","0.01266775013720129","0.10745631903409958","557","-1.9072291564941408","0.01508269552141428"
"toy_gmrf31_3_densified_random-21-20","toy_gmrf31_3_densified_random","3","917","0.0026630018000831372","0.002593943848472444","0.017801454290747643","0.02257874421775341","0.012669498152221882","0.1053168922662735","485","-1.905631103515625","0.015056517906486988"
"toy_gmrf31_3_densified_random-21-20","toy_gmrf31_3_densified_random","3","916","0.0026926224625258965","0.0025799109529154977","0.01780916564166546","0.022589683532714844","0.012684064098840736","0.10592879354953766","481","-1.90598876953125","0.015050223097205162"
"toy_gmrf31_3_densified_random-21-18","toy_gmrf31_3_densified_random","3","915","0.002656474238880875","0.0025473244975985155","0.017799191176891327","0.02257896587252617","0.012677456226281308","0.1074681505560875","491","-1.9056683349609376","0.015019997954368591"
"toy_gmrf31_3_densified_random-21-18","toy_gmrf31_3_densified_random","3","914","0.0027031808680399467","0.0024865538358960376","0.017830105498433113","0.02260502800345421","0.012695739535612366","0.10660794377326964","500","-1.90677734375","0.015114041976630688"
"toy_gmrf31_3_densified_random-21-14","toy_gmrf31_3_densified_random","3","913","0.0026953454391679893","0.0025596634752756927","0.01779564470052719","0.02257286012172699","0.012666376784307223","0.10709516704082488","475","-1.9068058776855468","0.01503155380487442"
"toy_gmrf31_3_densified_random-21-13","toy_gmrf31_3_densified_random","2","917","0.002942069637890781","0.0026119682431867057","0.017842315137386322","0.02262968011200428","0.012700727202606132","0.10556185245513916","409","-1.904212951660156","0.01520699355751276"
"toy_gmrf31_3_densified_random-21-13","toy_gmrf31_3_densified_random","2","916","0.00292652645039414","0.002640016696787168","0.017840871587395668","0.022618481889367104","0.01270656462605361","0.1060829907655716","410","-1.9041075134277343","0.015210953541100023"
"toy_gmrf31_3_densified_random-21-11","toy_gmrf31_3_densified_random","2","915","0.002955699445087344","0.0026750143070531527","0.017840206623077393","0.0226218793541193","0.012699677004952168","0.1072927862405777","398","-1.903761749267578","0.015216538682579994"
"toy_gmrf31_3_densified_random-21-11","toy_gmrf31_3_densified_random","2","914","0.0029476790024903893","0.0026342841308570663","0.01784621924161911","0.02263326570391655","0.01272352616346924","0.10737496614456175","401","-1.9052032470703124","0.015142290852963924"
"toy_gmrf31_3_densified_random-21-07","toy_gmrf31_3_densified_random","2","913","0.0029599083723941652","0.0026310436896005204","0.01784982532262802","0.02264072187244892","0.01270853382583003","0.10737325996160509","398","-1.9050657653808591","0.015163692645728588"
"toy_gmrf31_3_densified_random-21-07","toy_gmrf31_3_densified_random","1","917","0.004570291933464944","0.0028372965859171815","0.01816411130130291","0.023058276623487473","0.012941118847904007","0.10877013951539992","326","-1.89425048828125","0.01602219231426716"
"toy_gmrf31_3_densified_random-21-07","toy_gmrf31_3_densified_random","1","916","0.004550886755690786","0.002809370945539883","0.018162744119763374","0.02306400239467621","0.012940500059908728","0.1087350770831108","327","-1.894038543701172","0.01601679064333439"
"toy_gmrf31_3_densified_random-21-06","toy_gmrf31_3_densified_random","1","915","0.00454814671629971","0.002879284226761019","0.018168900161981583","0.02306523732841015","0.012945092559032551","0.10942397266626358","335","-1.8937017822265625","0.016004636883735657"
"toy_gmrf31_3_densified_random-21-05","toy_gmrf31_3_densified_random","1","914","0.0045542190570543655","0.002985514852685133","0.018163630738854408","0.023055613040924072","0.01295818015577034","0.10980826616287231","328","-1.895574951171875","0.016201961785554886"
"toy_gmrf31_3_densified_random-21-02","toy_gmrf31_3_densified_random","1","913","0.004548713364699416","0.0028840143879661113","0.018167680129408836","0.023060167208313945","0.012939286685267871","0.10925229638814926","329","-1.8950228881835935","0.0160918440669775"
"toy_gmrf31_2_densified_random-20-57","toy_gmrf31_2_densified_random","5","917","0.004983751717224522","0.004736055237322427","0.0354217030107975","0.04498126357793808","0.025071779488573014","0.20825880765914917","637","-1.3950227355957032","0.026863666251301765"
"toy_gmrf31_2_densified_random-20-56","toy_gmrf31_2_densified_random","5","916","0.0050083128936023475","0.004709416973619261","0.035407084971666336","0.04497255012392998","0.025070020291274288","0.20859557390213013","640","-1.39513916015625","0.027071980759501457"
"toy_gmrf31_2_densified_random-20-55","toy_gmrf31_2_densified_random","5","915","0.004953210431683125","0.0049155786177372705","0.035387907177209854","0.0449535958468914","0.025078563276370414","0.20918278396129608","634","-1.3947940063476565","0.02711714245378971"
"toy_gmrf31_2_densified_random-20-54","toy_gmrf31_2_densified_random","5","914","0.004897407778028013","0.004734134465830059","0.035366080701351166","0.04492694139480591","0.02506120153435196","0.2085048407316208","641","-1.3960218811035157","0.02705882489681244"
"toy_gmrf31_2_densified_random-20-51","toy_gmrf31_2_densified_random","5","913","0.004894727277945623","0.0047230242920155326","0.03536652773618698","0.044923704117536545","0.025036887325119266","0.2072439342737198","635","-1.395399169921875","0.02705112285912037"
"toy_gmrf31_2_densified_random-20-47","toy_gmrf31_2_densified_random","4","917","0.005000293408542724","0.00478989369062083","0.035434044897556305","0.04498586058616638","0.025087630750246143","0.2090335339307785","567","-1.394827117919922","0.026998190209269524"
"toy_gmrf31_2_densified_random-20-47","toy_gmrf31_2_densified_random","4","916","0.0047967829397609785","0.0047772606856962534","0.03534150496125221","0.04488890618085861","0.0250427540853126","0.20805703103542328","566","-1.3950413513183593","0.027038678526878357"
"toy_gmrf31_2_densified_random-20-45","toy_gmrf31_2_densified_random","4","915","0.004868791617499176","0.004805312864501748","0.035345640033483505","0.044909168034791946","0.02504890307256732","0.20843388140201569","620","-1.3947415161132812","0.026915576308965683"
"toy_gmrf31_2_densified_random-20-44","toy_gmrf31_2_densified_random","4","914","0.00497653596356948","0.004902011707498147","0.03537523373961449","0.044933777302503586","0.025078499858769792","0.20908257365226743","609","-1.3957568359375","0.02716478705406189"
"toy_gmrf31_2_densified_random-20-42","toy_gmrf31_2_densified_random","4","913","0.004805441607616889","0.004847252289547676","0.035349003970623016","0.04490058124065399","0.02504402211308417","0.2095695436000824","562","-1.39508544921875","0.027227072045207024"
"toy_gmrf31_2_densified_random-20-39","toy_gmrf31_2_densified_random","3","917","0.0049954468882486645","0.004704464517530253","0.03536808118224144","0.04493292048573494","0.025030436087710144","0.2076478749513626","481","-1.394304962158203","0.02706456556916237"
"toy_gmrf31_2_densified_random-20-39","toy_gmrf31_2_densified_random","3","916","0.004985132674037211","0.0047126839048957075","0.03538835048675537","0.0449443981051445","0.0250566920589957","0.2078952193260193","481","-1.395019989013672","0.027034390717744827"
"toy_gmrf31_2_densified_random-20-36","toy_gmrf31_2_densified_random","3","915","0.004764910659984448","0.004818367179413191","0.03533799573779106","0.04488576576113701","0.02504257620020986","0.2091460227966309","501","-1.3943977355957031","0.026940731331706047"
"toy_gmrf31_2_densified_random-20-36","toy_gmrf31_2_densified_random","3","914","0.0049006975750101895","0.004833425838932875","0.03536303713917732","0.04490825533866882","0.025066974589225303","0.20961788296699524","512","-1.3954747009277344","0.02704358473420143"
"toy_gmrf31_2_densified_random-20-33","toy_gmrf31_2_densified_random","3","913","0.004746381965754303","0.004724410768611833","0.0353325754404068","0.044876497238874435","0.025016081951438347","0.2081753760576248","480","-1.39521240234375","0.027049019932746887"
"toy_gmrf31_2_densified_random-20-32","toy_gmrf31_2_densified_random","2","917","0.004933187919676893","0.004736481342498163","0.03536741062998772","0.044917166233062744","0.025036564467760536","0.20729833841323853","406","-1.393814239501953","0.02706386148929596"
"toy_gmrf31_2_densified_random-20-32","toy_gmrf31_2_densified_random","2","916","0.005175708362909421","0.004700644205648614","0.03538491204380989","0.044957004487514496","0.025076459316381056","0.207350954413414","404","-1.3937742614746094","0.027120232582092285"
"toy_gmrf31_2_densified_random-20-30","toy_gmrf31_2_densified_random","2","915","0.0048511873215100745","0.004939706007200317","0.03535812720656395","0.044901080429553986","0.025042601833371415","0.20773527026176453","381","-1.3934138488769532","0.027243228629231453"
"toy_gmrf31_2_densified_random-20-29","toy_gmrf31_2_densified_random","2","914","0.005188736827205233","0.004863721515585061","0.035394806414842606","0.044972144067287445","0.025111549197814123","0.21003718674182892","382","-1.3945968627929688","0.027085402980446815"
"toy_gmrf31_2_densified_random-20-27","toy_gmrf31_2_densified_random","2","913","0.004916760105367202","0.004790255203442852","0.03536423668265343","0.04490998387336731","0.025046750444279862","0.2078816294670105","407","-1.3943777465820313","0.027117786929011345"
"toy_gmrf31_2_densified_random-20-26","toy_gmrf31_2_densified_random","1","917","0.010180078823454765","0.005164277505583833","0.036362841725349426","0.046513691544532776","0.025919143259240107","0.2167174518108368","330","-1.3813026428222657","0.03157004341483116"
"toy_gmrf31_2_densified_random-20-26","toy_gmrf31_2_densified_random","1","916","0.010160277407743817","0.0052062450193462225","0.03634777292609215","0.04648806154727936","0.02591520939206066","0.21689912676811215","333","-1.381644287109375","0.031748268753290176"
"toy_gmrf31_2_densified_random-20-24","toy_gmrf31_2_densified_random","1","915","0.010120644197691498","0.005148571449105711","0.03634103387594223","0.0464806854724884","0.02590611198914306","0.21771007776260376","316","-1.381043701171875","0.03161420300602913"
"toy_gmrf31_2_densified_random-20-24","toy_gmrf31_2_densified_random","1","914","0.010119871798056256","0.005360708499495987","0.03634413704276085","0.04648623615503311","0.02592576741463312","0.2183740586042404","315","-1.3826870727539062","0.03197832033038139"
"toy_gmrf31_2_densified_random-20-21","toy_gmrf31_2_densified_random","1","913","0.01013443773973078","0.005215656786104226","0.03634616732597351","0.04648655652999878","0.02591281542008429","0.2182763069868088","330","-1.3818949890136718","0.03191213682293892"
"toy_gmrf31_random-20-16","toy_gmrf31_random","5","917","0.008022694825310577","0.007427128949522476","0.1110658049583435","0.1429140865802765","0.07862512987505742","0.6418457627296448","640","-0.4880319213867187","0.06862269341945648"
"toy_gmrf31_random-20-16","toy_gmrf31_random","5","916","0.0081443394603889","0.0074426820035589135","0.11106102168560028","0.14283151924610138","0.07857980819340155","0.6428993344306946","645","-0.48817691802978513","0.0690658688545227"
"toy_gmrf31_random-20-13","toy_gmrf31_random","5","915","0.007456554237682752","0.007133384020816586","0.11098142713308334","0.14284153282642365","0.0785685345370764","0.6417127847671509","678","-0.48792133331298826","0.06894475966691971"
"toy_gmrf31_random-20-12","toy_gmrf31_random","5","914","0.008007660811254395","0.007606542028975062","0.11105989664793016","0.14291484653949738","0.07868866750178555","0.6387062072753906","677","-0.4891549682617187","0.06922569125890732"
"toy_gmrf31_random-20-10","toy_gmrf31_random","5","913","0.007806044570284613","0.007434521525356365","0.11100775003433228","0.14281748235225675","0.07859798881121871","0.6417903304100037","633","-0.4886888885498047","0.06885065138339996"
"toy_gmrf31_random-20-06","toy_gmrf31_random","4","917","0.008291505143926162","0.00727650951983701","0.11106225103139876","0.14287976920604706","0.07867325488050123","0.6447396278381348","564","-0.4879494476318359","0.06901674717664719"
"toy_gmrf31_random-20-06","toy_gmrf31_random","4","916","0.007813666878035076","0.007492699889080584","0.11100801825523376","0.1428043395280838","0.07864031507547048","0.6462411284446716","564","-0.48823936462402345","0.0688026025891304"
"toy_gmrf31_random-20-03","toy_gmrf31_random","4","915","0.008002991571109688","0.00718810207601983","0.11097733676433565","0.14276988804340365","0.07855658588396093","0.6411731839179993","602","-0.4880139541625976","0.06856516003608704"
"toy_gmrf31_random-20-02","toy_gmrf31_random","4","914","0.007805211073292013","0.007374534302317501","0.11105279624462128","0.14290350675582886","0.07867335858323278","0.6406242847442627","602","-0.4889366149902344","0.06931088864803314"
"toy_gmrf31_random-20-01","toy_gmrf31_random","4","913","0.008059853153858657","0.007289384957369378","0.1109885647892952","0.14280018210411072","0.07861244755923262","0.6466916799545288","568","-0.48826042175292966","0.06913157552480698"
"toy_gmrf31_random-19-58","toy_gmrf31_random","3","917","0.008263079310387618","0.007367150212211354","0.11102784425020218","0.1428904086351395","0.07859667142749013","0.6388807892799377","482","-0.48774864196777346","0.06879400461912155"
"toy_gmrf31_random-19-58","toy_gmrf31_random","3","916","0.007776557806430891","0.007366262494814953","0.11098246276378632","0.14280584454536438","0.0785719908135468","0.6474573612213135","484","-0.4884222030639648","0.06860899925231934"
"toy_gmrf31_random-19-55","toy_gmrf31_random","3","915","0.007768587887538718","0.007085478691445981","0.11094000935554504","0.1427571028470993","0.07856441413430602","0.6403598189353943","492","-0.48793418884277345","0.06850767135620117"
"toy_gmrf31_random-19-54","toy_gmrf31_random","3","914","0.008177320728461845","0.007527884699295902","0.11106280237436296","0.14287230372428894","0.07866207304354095","0.6421937942504883","487","-0.4890595245361328","0.068942591547966"
"toy_gmrf31_random-19-52","toy_gmrf31_random","3","913","0.007882549498101802","0.006932344856502499","0.11098199337720872","0.14279668033123016","0.07854708421287741","0.6433748006820679","492","-0.4887356948852539","0.06876587122678757"
"toy_gmrf31_random-19-51","toy_gmrf31_random","2","917","0.0075554894319840174","0.007313859012877883","0.1108209863305092","0.142696350812912","0.07847895679370472","0.63741534948349","408","-0.4881842041015625","0.06873755902051926"
"toy_gmrf31_random-19-51","toy_gmrf31_random","2","916","0.008139970020269295","0.007303282212652453","0.11092580109834672","0.14281274378299713","0.07863301578864192","0.6469759345054626","408","-0.488172607421875","0.06857933104038239"
"toy_gmrf31_random-19-48","toy_gmrf31_random","2","915","0.008258390599637056","0.007270601844310452","0.11082417517900468","0.1426536738872528","0.07845109971851728","0.6351097226142883","404","-0.4875413131713867","0.06898443400859833"
"toy_gmrf31_random-19-47","toy_gmrf31_random","2","914","0.008041605945917065","0.007621784093949948","0.11091676354408264","0.14281123876571655","0.07863597796530312","0.643257737159729","404","-0.48887474060058594","0.06857912242412567"
"toy_gmrf31_random-19-46","toy_gmrf31_random","2","913","0.007597952285281424","0.007266906985258681","0.11082615703344344","0.1427009254693985","0.0784911579415251","0.6445400714874268","397","-0.4886354446411133","0.06859689950942993"
"toy_gmrf31_random-19-46","toy_gmrf31_random","1","917","0.01059850451900355","0.008169574785053854","0.11075019091367722","0.14245261251926422","0.07849609043202521","0.6385517716407776","329","-0.4870893859863281","0.06471520662307739"
