"Name","dataset","n_layers","seed","mean_mae","std_mae","mae","rmse","crps","int_score","Runtime","loss","noise_std"
"gmrf_prec_mix32_random-22-59","gmrf_prec_mix32_random","5","917","0.0024060861715310767","0.002030219536510477","0.012574362568557262","0.015784095972776413","0.00891653977992556","0.07541786134243011","636","-1.2439315795898438","0.009829568676650524"
"gmrf_prec_mix32_random-22-58","gmrf_prec_mix32_random","5","916","0.002444878585340269","0.002036639623266051","0.012556775473058224","0.015767604112625122","0.008905660024074395","0.07564612478017807","634","-1.2448426818847655","0.00976113323122263"
"gmrf_prec_mix32_random-22-58","gmrf_prec_mix32_random","5","915","0.002438016535967004","0.0019475874882973747","0.012587939389050009","0.015805581584572792","0.00892148244768636","0.07537467032670975","627","-1.2437108612060548","0.009787008166313171"
"gmrf_prec_mix32_random-22-58","gmrf_prec_mix32_random","5","914","0.002449135317626315","0.0018597097942697116","0.01258926186710596","0.015808075666427612","0.008920255454224528","0.07496844977140427","642","-1.2447270965576172","0.00979145709425211"
"gmrf_prec_mix32_random-22-54","gmrf_prec_mix32_random","5","913","0.0024382901107364175","0.0018962387707097985","0.012591183185577393","0.015810616314411163","0.008921606125699609","0.0751514881849289","684","-1.244375305175781","0.00986726861447096"
"gmrf_prec_mix32_random-22-49","gmrf_prec_mix32_random","4","917","0.002547795026243674","0.0019343760573644984","0.01260200422257185","0.015821373090147972","0.00893445716614712","0.07535619288682938","577","-1.2426641082763672","0.009826171211898329"
"gmrf_prec_mix32_random-22-49","gmrf_prec_mix32_random","4","916","0.0025314409465441853","0.001862884565453759","0.01259139645844698","0.015810061246156693","0.00892359265029761","0.07557930052280426","563","-1.2437066650390625","0.009835573844611645"
"gmrf_prec_mix32_random-22-49","gmrf_prec_mix32_random","4","915","0.002554682126180418","0.001972973665037573","0.01261245273053646","0.015836553648114204","0.008939400200013211","0.07537296414375305","568","-1.2427347564697266","0.009770311415195463"
"gmrf_prec_mix32_random-22-48","gmrf_prec_mix32_random","4","914","0.002526609096006363","0.0019524604507818084","0.012605082243680954","0.01582927815616131","0.008935700641186543","0.07503695040941238","571","-1.2434024047851562","0.009758940897881985"
"gmrf_prec_mix32_random-22-44","gmrf_prec_mix32_random","4","913","0.0025433318118797785","0.002061987331266963","0.012611384503543375","0.015836643055081367","0.008941362007065499","0.07563639432191849","586","-1.2428255462646485","0.00981553178280592"
"gmrf_prec_mix32_random-22-41","gmrf_prec_mix32_random","3","917","0.0027495222976186636","0.002078203264810141","0.012644251808524132","0.015878047794103622","0.008967541787775455","0.07539493590593338","486","-1.2403655242919922","0.009807812049984932"
"gmrf_prec_mix32_random-22-41","gmrf_prec_mix32_random","3","916","0.002737603371625688","0.001970234213731766","0.01265022438019514","0.015887120738625526","0.008965893028636256","0.07571623474359512","502","-1.241675567626953","0.00975966639816761"
"gmrf_prec_mix32_random-22-40","gmrf_prec_mix32_random","3","915","0.002730767225610789","0.0019642281263599916","0.012648585252463818","0.01588549092411995","0.00896499522882518","0.07564388960599899","484","-1.2404061126708985","0.00979845318943262"
"gmrf_prec_mix32_random-22-40","gmrf_prec_mix32_random","3","914","0.0027432371898922147","0.0019414558997851157","0.01265015546232462","0.015886573120951653","0.008966058249306295","0.07523160427808762","488","-1.2410843658447266","0.009808864444494247"
"gmrf_prec_mix32_random-22-36","gmrf_prec_mix32_random","3","913","0.002729223988585618","0.001989045257549786","0.01264781504869461","0.015883857384324074","0.008962878465649953","0.07540316134691238","501","-1.2407425689697265","0.00983002781867981"
"gmrf_prec_mix32_random-22-34","gmrf_prec_mix32_random","2","917","0.0031766799858830128","0.002089173285622333","0.012752554379403591","0.01601266674697399","0.009039010606756189","0.07572118192911148","402","-1.2355706787109375","0.009945421479642391"
"gmrf_prec_mix32_random-22-34","gmrf_prec_mix32_random","2","916","0.0031891445036209415","0.0020167316192400415","0.012755785137414932","0.016016444191336632","0.009034542458915029","0.07579400390386581","403","-1.236489028930664","0.00985963549464941"
"gmrf_prec_mix32_random-22-34","gmrf_prec_mix32_random","2","915","0.003173115501162455","0.0020547500664225508","0.01275130920112133","0.016011135652661324","0.00903820851251946","0.07616741210222244","416","-1.235292739868164","0.00993257388472557"
"gmrf_prec_mix32_random-22-33","gmrf_prec_mix32_random","2","914","0.003192270054743753","0.002129052246120721","0.012757230550050735","0.016018256545066833","0.00904270498810927","0.07582549750804901","405","-1.2359765625","0.00991310365498066"
"gmrf_prec_mix32_random-22-29","gmrf_prec_mix32_random","2","913","0.003174511636082532","0.0020090299696607734","0.01275174506008625","0.016011543571949005","0.009037973136774142","0.07593584060668945","418","-1.2356117248535157","0.009920882061123848"
"gmrf_prec_mix32_random-22-28","gmrf_prec_mix32_random","1","917","0.0049824112189423946","0.002533853575971332","0.013329790905117989","0.01670941896736622","0.009436934779166512","0.07882661372423172","326","-1.209569854736328","0.010978976264595984"
"gmrf_prec_mix32_random-22-28","gmrf_prec_mix32_random","1","916","0.00499104331905234","0.0025889053238830643","0.01333286426961422","0.016714515164494514","0.009438397364105853","0.07829689234495163","316","-1.210554885864258","0.010952402837574482"
"gmrf_prec_mix32_random-22-28","gmrf_prec_mix32_random","1","915","0.004973300990909067","0.002534491844174297","0.01332629844546318","0.016705453395843506","0.00943491119722876","0.07879679650068283","328","-1.210010986328125","0.01099276915192604"
"gmrf_prec_mix32_random-22-28","gmrf_prec_mix32_random","1","914","0.004976169854495173","0.0025213757941563246","0.01332773733884096","0.016708144918084145","0.00943430135988865","0.07878313958644867","328","-1.210937271118164","0.010952982120215893"
"gmrf_prec_mix32_random-22-23","gmrf_prec_mix32_random","1","913","0.0049898577272247955","0.002590579060984199","0.01333252526819706","0.016712922602891922","0.0094387268898464","0.0788542851805687","326","-1.209653091430664","0.010964646004140375"
"toy_gmrf31_4_densified_random-22-18","toy_gmrf31_4_densified_random","5","917","0.001629173873869636","0.0016267684214715018","0.0120781809091568","0.015189643949270248","0.008550867688598801","0.07367071509361267","650","-2.199442901611328","0.01066723559051752"
"toy_gmrf31_4_densified_random-22-18","toy_gmrf31_4_densified_random","5","916","0.0016300058177672408","0.001501882770798296","0.012089120224118233","0.015194542706012726","0.008553358330251537","0.07346042990684509","627","-2.199648132324219","0.01061968132853508"
"toy_gmrf31_4_densified_random-22-17","toy_gmrf31_4_densified_random","5","915","0.0016469529671681703","0.0015728743195101828","0.012068762443959711","0.01517314463853836","0.008541756948735985","0.07341086119413376","632","-2.1998416137695314","0.010651138611137869"
"toy_gmrf31_4_densified_random-22-17","toy_gmrf31_4_densified_random","5","914","0.0016785008108875991","0.001532730004936161","0.01206672005355358","0.015169649384915829","0.008536227216159773","0.07362885028123856","663","-2.2007789611816406","0.010618663392961024"
"toy_gmrf31_4_densified_random-22-12","toy_gmrf31_4_densified_random","5","913","0.0016466124059253495","0.0015219942480919695","0.012076079845428469","0.015185127966105938","0.008541278571927895","0.07382622361183167","643","-2.2001129150390626","0.010639514774084091"
"toy_gmrf31_4_densified_random-22-08","toy_gmrf31_4_densified_random","4","917","0.001685874765751398","0.0016161909864620223","0.01207828987389803","0.015185289084911346","0.00855166546511587","0.07372654229402542","554","-2.199186248779297","0.01071997545659542"
"toy_gmrf31_4_densified_random-22-08","toy_gmrf31_4_densified_random","4","916","0.0016799264697110637","0.0015943816213228783","0.012079093605279922","0.01519004162400961","0.008552385659421034","0.07344530522823334","598","-2.199607696533203","0.01065458171069622"
"toy_gmrf31_4_densified_random-22-08","toy_gmrf31_4_densified_random","4","915","0.0016865966068021847","0.0016543508703571335","0.012080091051757336","0.015189728699624538","0.008555103655028994","0.07374358922243118","554","-2.19957275390625","0.010595886968076227"
"toy_gmrf31_4_densified_random-22-07","toy_gmrf31_4_densified_random","4","914","0.001684975482834322","0.0015840350534089035","0.01209355890750885","0.015208127908408642","0.008561665232405584","0.07357785105705261","578","-2.200559387207031","0.010677561163902284"
"toy_gmrf31_4_densified_random-22-03","toy_gmrf31_4_densified_random","4","913","0.0016831886195879597","0.0016238184684860908","0.0120775131508708","0.01518775336444378","0.008550417803665803","0.07465784251689911","565","-2.199723052978515","0.010680458508431911"
"toy_gmrf31_4_densified_random-22-00","toy_gmrf31_4_densified_random","3","917","0.0017301068225996409","0.001617744208749485","0.012088489718735218","0.015200827270746233","0.008556640979891984","0.07330267131328583","478","-2.199057769775391","0.010680126957595348"
"toy_gmrf31_4_densified_random-22-00","toy_gmrf31_4_densified_random","3","916","0.001749678823651232","0.001572126549683129","0.012081887573003767","0.01518783438950777","0.008550583079768751","0.07363242655992508","479","-2.199568023681641","0.010654104873538016"
"toy_gmrf31_4_densified_random-22-00","toy_gmrf31_4_densified_random","3","915","0.0017541317152800562","0.0015589155898013097","0.01208299770951271","0.015187572687864304","0.008554220822113177","0.07394012063741684","480","-2.199104919433594","0.01067125517874956"
"toy_gmrf31_4_densified_random-21-59","toy_gmrf31_4_densified_random","3","914","0.001741595722892272","0.001630479285550327","0.012089874595403671","0.015200193040072918","0.008562714387012765","0.0737648755311966","482","-2.200204162597656","0.010735126212239264"
