Baselines,0.05,0.2,0.4,0.6,0.8,0.95,0.05,0.2,0.4,0.6,0.8,0.95
Graph GP,2.173945,2.204443,2.172273,2.158567,2.166092,2.167214,1.260995,1.272686,1.25267,1.244805,1.249999,1.25194
IGMRF,1.405959,1.510929,1.517371,1.579012,1.713763,1.967508,0.876921,0.9223949,0.9304941,0.9669331,1.056383,1.267188
