Baselines,0.05,0.2,0.4,0.6,0.8,0.95,0.05,0.2,0.4,0.6,0.8,0.95
LP,0.01591634,0.0161865,0.01628734,0.01624652,0.01669121,0.01709578,0,0,0,0,0,0
IGMRF,0.01546168,0.01573351,0.01589406,0.01584299,0.01668406,0.01709609,0.008752478,0.008915214,0.00900314,0.008981473,0.009463839,0.00962934
DGP,0.01976683,0.02296642,0.01969312,0.02034942,0.02277511,0.02628174,0.0132453,0.01551847,0.01309084,0.01358042,0.01530517,0.01778223
Graph GP,0.01596097,0.01633904,0.01640178,0.01620301,0.01617629,0.01656684,0.008979456,0.009214687,0.009241459,0.009136835,0.009132277,0.009304298
